42,200,9,0,0,0.55556,0.42963,0.44444,0.25185,7.7037,5.7778,5.8889,11.444,-5.7778,-5.4444,11.222,11.444,0.51532,2.1073,1
180,142,9,0,0,0.16667,0.27889,0.11111,0.17213,0.11111,0,0.33333,0,-0.33333,0.66667,-0.33333,0.33333,0.22222,-2.0944,-1
118,126,9,0,0,0.66667,0.4,1.8333,2.1222,20.556,16.111,28.667,16.889,-13.333,24.333,-11,28.667,0.43708,-2.1588,1
236,194,9,0,0,2.6667,1.9322,2.4444,1.7971,50.111,44.222,62.444,43.667,-17.667,37,-19.333,62.444,0.30067,-2.0643,1
142,33,9,0,0,0.5,0.62361,0.5,0.3496,110.59,96.778,128.67,106.33,-41.444,54.222,-12.778,128.67,0.24778,-2.408,1
242,148,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
95,71,9,0,0,1.0556,1.0852,2.2222,3.763,105.67,96.667,122.44,97.889,-27,50.333,-23.333,122.44,0.21226,-2.1432,1
52,170,9,0,0,0.55556,0.45542,0.94444,0.38968,25.444,20.111,25.333,30.889,-16,-0.33333,16.333,30.889,0.34911,2.604,1
78,60,9,0,0,0.44445,0.20741,0.77778,0.38518,109.78,99.556,128.22,101.56,-30.667,55.333,-24.667,128.22,0.22336,-2.1669,1
230,124,9,0,0,0.27778,0.10741,0.27778,0.15185,0.66667,0,2,0,-2,4,-2,2,1,-2.0944,1
29,78,9,0,0,0.66667,0.69921,2.6111,2.323,69.741,59.667,88.444,61.111,-30.222,56.111,-25.889,88.444,0.32549,-2.1455,1
168,184,9,0,0,4.6667,1.5202,5.8333,1.8105,48.259,43.889,58.667,42.222,-13.111,31.222,-18.111,58.667,0.2782,-1.9868,1
117,181,9,0.11111,0,1.8333,1.2428,3,2.0548,46.889,43,56.889,40.778,-11.667,30,-18.333,56.889,0.28329,-1.9491,1
163,152,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
209,249,9,0,0,2.4444,2.3852,2.8889,3.8074,8.5556,8,7.5556,10.111,-1.6667,-3,4.6667,10.111,0.30902,1.9174,1
16,128,9,0,0,0.5,0.077778,0.66667,0.31111,5.5556,6.8889,6.6667,3.1111,4,3.3333,-7.3333,7.1111,0.56151,-0.98581,1
248,103,9,0,0,0.94444,0.57413,1.1111,0.93492,35.63,30.778,45.222,30.889,-14.556,28.778,-14.222,45.222,0.32391,-2.1026,1
99,184,9,0,0,1.8333,3.2778,7.9444,63.352,31.519,27.778,38.778,28,-11.222,21.778,-10.556,38.778,0.28045,-2.1831,1
208,65,9,0,0,1.3889,1.2368,26.444,25.537,56.704,52.667,64.444,53,-12.111,23.222,-11.111,64.444,0.19713,-1.9708,1
167,190,9,0,0,3.0556,0.85418,5.0556,2.7842,51.074,44.889,63.222,45.111,-18.556,36.444,-17.889,63.222,0.29896,-2.1127,1
18,145,9,0,0,0.38889,0.018518,0.61111,0.37407,3.9259,5.5556,4,2.2222,4.8889,0.22222,-5.1111,5.5556,0.60053,-0.57094,1
7,18,9,0,0,1.2778,0.72963,0.94445,0.37408,138.63,133.33,147.56,135,-15.889,26.778,-10.889,147.56,0.096352,-2.2146,1
6,154,9,0,0,0.11111,0.02963,0.11111,0.02963,0.074074,0,0.22222,0,-0.22222,0.44444,-0.22222,0.22222,0.22222,-2.0944,-1
11,108,9,0,0,1.3333,0.8,1.3889,0.95185,17.667,19,21.111,12.889,4,10.333,-14.333,21.111,0.38876,-1.3021,1
168,40,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
94,104,9,0,0,6.6111,1.4207,1,0.5164,55.741,48.889,69.556,48.778,-20.556,41.444,-20.889,69.556,0.30307,-2.0855,1
21,122,9,0,0,0.44444,0.40369,0.44444,0.40369,0.55556,0,1.2222,0.44444,-1.6667,2,-0.33333,1.2222,0.55556,-2.4446,1
54,91,9,0,0,1.4444,1.5407,0.83333,0.25556,3.2593,0.55556,8,1.2222,-8.1111,14.222,-6.1111,8,0.94481,-2.1867,1
25,41,9,0,0,1,0.57777,1.5,0.65555,113.41,103.89,131.22,105.11,-28.556,53.444,-24.889,131.22,0.20829,-2.1398,1
214,161,9,0,0,3.7222,0.72963,11.5,18.922,40.444,35.333,49.667,36.333,-15.333,27.667,-12.333,49.667,0.29806,-2.1989,1
208,240,9,0.11111,0,1.0556,0.86296,2.4444,5.0074,14.148,10.889,13,18.556,-9.7778,-3.4444,13.222,18.556,0.42162,2.3925,1
227,222,9,0,0,2.1111,2.6074,2.6111,7.263,9.3333,8.5556,7.6667,11.778,-2.3333,-5,7.3333,11.778,0.37369,1.905,1
41,93,9,0,0,0.72222,0.15185,1.0556,1.3963,112.3,103.89,128,105,-25.222,47.111,-21.889,128,0.18831,-2.1414,1
202,193,9,0,0,1.1111,0.75031,3.3889,2.4892,41.704,37.889,50.667,36.556,-11.444,26.889,-15.444,50.667,0.27839,-1.993,1
55,145,9,0,0,5.0556,2.9771,1,0.42164,26.778,24.222,33.333,22.778,-7.6667,19.667,-12,33.333,0.31534,-1.9347,1
94,144,9,0,0,0.44444,0.11852,0.5,0.16667,1.1481,0,3.4444,0,-3.4444,6.8889,-3.4444,3.4444,1,-2.0944,1
218,64,9,0,0,1.5,1.1304,1.8333,1.9636,8,6.1111,12.556,5.3333,-5.6667,13.667,-8,12.556,0.57914,-1.9652,-1
218,147,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
2,245,9,0,0,1.8889,2.163,3.1667,3.2778,6.4074,6.2222,6,7,-0.55556,-1.2222,1.7778,7.2222,0.19105,1.7566,1
140,116,9,0.11111,0,1.7778,1.2232,0.55556,0.50185,46.815,42.333,56.556,41.556,-13.444,29.222,-15.778,56.556,0.26456,-2.0386,1
241,145,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
129,184,9,0.11111,0,2.2222,0.91084,3.6111,1.8186,45.222,41.778,54.444,39.444,-10.333,27.667,-17.333,54.444,0.27582,-1.9302,1
47,189,9,0,0,2.2778,4.5519,5.8889,14.607,29.63,26.778,36.556,25.556,-8.5556,20.778,-12.222,36.556,0.29741,-1.9546,1
189,68,9,0,0,1.1111,0.58373,1.0556,0.53403,6.8889,5.6667,10.333,4.6667,-3.6667,10.333,-6.6667,10.333,0.53415,-1.7803,-1
206,12,9,0,0,2.6111,1.482,4.5,3.3582,11.444,8.4444,17.667,8.2222,-9,18.667,-9.6667,17.667,0.54377,-2.0645,-1
235,195,9,0,0,1.8889,2.0941,3,1.7385,48.333,42.778,59.667,42.556,-16.667,34,-17.333,59.667,0.29059,-2.0811,1
19,62,9,0,0,11.222,0.8861,0.66667,0.36515,62.815,53.778,80,54.667,-27.111,51.556,-24.444,80,0.32936,-2.1262,1
220,61,9,0,0,0.27778,0.13608,0.55556,0.27217,6.8889,4.5556,12,4.1111,-7,15.333,-8.3333,12,0.65589,-2.0395,-1
62,223,9,0,0,2.5,5.7222,1.6667,2.4444,6.6667,4.8889,4.6667,10.444,-5.3333,-6,11.333,10.444,0.59315,2.0466,1
146,201,9,0,0,0.61111,0.32773,1.0556,0.80046,10.667,8.6667,7,16.333,-6,-11,17,16.333,0.57085,1.9093,1
66,160,9,0,0,3,4.0444,2.7778,0.42963,22.852,18.222,31.556,18.778,-13.889,26.111,-12.222,31.556,0.42601,-2.1387,1
137,182,9,0,0,1.8333,3.8556,3.6111,9.2185,34.926,31.444,42.889,30.444,-10.444,23.889,-13.444,42.889,0.28576,-2.0011,1
118,111,9,0,0,1.2222,1.047,0.55556,0.27217,62.259,56.444,75.333,55,-17.444,39.222,-21.778,75.333,0.26922,-2.0141,1
188,88,9,0,0,0.66667,0.4714,0.33333,0.29814,7.3333,5.1111,12.222,4.6667,-6.6667,14.667,-8,12.222,0.61791,-2.0358,-1
157,85,9,0,0,1.2222,1.2413,0.22222,0.17213,18.926,14.556,26.889,15.333,-13.111,23.889,-10.778,26.889,0.45902,-2.1609,-1
198,148,9,0.11111,0,1.6667,0.84327,1.1111,0.98131,1.7778,1.1111,3.2222,1,-2,4.3333,-2.3333,3.2222,0.61296,-2.0452,-1
225,90,9,0,0,0.38889,0.25092,0.55556,0.45542,6.5926,4.6667,11.222,3.8889,-5.7778,13.889,-8.1111,11.222,0.65115,-1.9875,-1
233,159,9,0,0,2.5,0.52222,1.2778,1.5741,6.6296,5.1111,10.111,4.6667,-4.5556,10.444,-5.8889,10.111,0.54167,-1.9994,1
47,209,9,0,0,1.7222,1.2896,1.3889,0.92896,11.63,9.5556,9.2222,16.111,-6.2222,-7.2222,13.444,16.111,0.46432,2.061,1
173,158,9,0.11111,0,1.8889,3.6741,1.1667,0.47778,8.3704,7.1111,11.778,6.2222,-3.7778,10.222,-6.4444,11.778,0.47298,-1.9047,1
65,70,9,0,0,0.66667,0.17778,1.1111,0.56296,112.52,104,127.78,105.78,-25.556,45.778,-20.222,127.78,0.1861,-2.1717,1
66,41,9,0,0,0.61111,0.32773,0.38889,0.32773,109.7,95.111,128.89,105.11,-43.778,57.556,-13.778,128.89,0.26205,-2.4047,1
170,189,9,0,0,2.2778,1.3236,2.4444,1.7847,51.111,45.778,63.333,44.222,-16,36.667,-20.667,63.333,0.30135,-2.0089,1
152,247,9,0,0.22222,1.6111,1.2185,7.1111,4.3408,21.926,21.111,25.111,19.556,-2.4444,9.5556,-7.1111,25.111,0.21579,-1.7555,1
210,153,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
197,144,9,0,0,0.94444,0.71233,0.38889,0.49065,0.7037,0.33333,1.6667,0.11111,-1.1111,2.8889,-1.7778,1.6667,0.86111,-1.9869,-1
85,225,9,0,0,1.5,1.0055,1.6111,1.2896,16.185,14.444,12.778,21.333,-5.2222,-10.222,15.444,21.333,0.40115,1.891,1
189,142,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
25,155,9,0,0,5.7222,99.752,18,151.69,14.333,13,18.667,11.333,-4,13,-9,21.444,0.6463,-1.7974,-1
137,182,9,0,0,1.8333,3.8556,3.6111,9.2185,34.926,31.444,42.889,30.444,-10.444,23.889,-13.444,42.889,0.28576,-2.0011,1
54,133,9,0,0,1.5556,1.0074,0.5,0.34444,5.3704,3.6667,9,3.4444,-5.1111,10.889,-5.7778,9,0.63047,-2.048,-1
188,73,9,0,0,1.0556,0.92896,2.2778,1.9935,40.185,35.667,49.778,35.111,-13.556,28.778,-15.222,49.778,0.2971,-2.055,1
153,116,9,0,0,3.2778,2.4713,1.1111,0.83444,29.444,25,38.333,25,-13.333,26.667,-13.333,38.333,0.35576,-2.0908,1
229,104,9,0,0,0.5,0.54772,2.8333,2.0412,19.778,16.333,26.111,16.889,-10.333,19,-8.6667,26.111,0.37553,-2.1506,-1
150,152,9,0,0,0.11111,0.02963,2.0556,3.5741,1.3704,1,2.3333,0.77778,-1.1111,2.8889,-1.7778,2.3333,0.53704,-2.0074,-1
78,186,9,0,0,2.8333,2.1222,3.5556,4.2074,35.296,31.222,43.889,30.778,-12.222,25.778,-13.556,43.889,0.30229,-2.0601,1
163,180,9,0,0,1.7778,1.1852,9.1667,63.944,30.37,27.444,36.333,27.333,-8.7778,17.889,-9.1111,36.333,0.23849,-2.2171,1
113,123,9,0.11111,0,1.4444,0.62063,1.9444,1.7181,59.333,51.889,73.778,52.333,-22.333,43.333,-21,73.778,0.29916,-2.1119,1
145,155,9,0,0.11111,4.9444,35.619,9.9444,121.4,11.296,7.7778,17.556,8.5556,-10.556,18.778,-8.2222,17.556,0.74729,-2.1405,-1
125,149,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
38,189,9,0,0,1,0.22222,6.2222,33.319,29.074,26.333,35.222,25.667,-8.2222,18.444,-10.222,35.222,0.27121,-2.0491,1
170,226,9,0,0,1.5556,1.4247,2.3889,1.2896,11.889,10.111,8,17.556,-5.3333,-11.667,17,17.556,0.54833,1.8725,1
24,188,9,0,0,1.7222,1.2185,6.6111,38.552,30.63,27.333,38,26.556,-9.8889,22.111,-12.222,38,0.2908,-2.0382,1
96,94,9,0,0,0.72222,0.28519,0.44444,0.42963,20.222,16,28.778,15.889,-12.667,25.667,-13,28.778,0.45155,-2.0849,-1
163,68,9,0,0,1.8333,2.2111,1.5556,0.96296,56.778,52,68.222,50.111,-14.333,34.333,-20,68.222,0.26505,-1.9843,1
109,111,9,0,0,1.4444,1.0887,1.5,1.472,57.778,51.333,71.667,50.333,-19.333,41.667,-22.333,71.667,0.29889,-2.0452,1
151,163,9,0,0,2.0556,2.2852,18.167,41.989,40,34.556,48,37.444,-16.333,24,-7.6667,48.111,0.26385,-2.5175,1
45,67,9,0,0,0.66667,0.29814,1.0556,0.64693,64.741,57.111,80.444,56.667,-22.889,47.111,-24.222,80.444,0.29815,-2.0767,1
104,68,9,0,0,1,0.57778,0.88889,0.82963,105.78,95.111,124.89,97.333,-32,57.333,-25.333,124.89,0.23914,-2.17,1
93,236,9,0.11111,0,1.7778,2.6963,2,0.93333,12.519,9.5556,10.778,17.222,-8.8889,-5.2222,14.111,17.222,0.44725,2.2672,1
63,201,9,0,0,1.4444,0.91852,0.94444,0.55185,7.7778,6.2222,5.5556,11.556,-4.6667,-6.6667,11.333,11.556,0.5432,1.983,1
150,158,9,0,0,2.1667,1.6333,1.3889,0.41852,8.4444,7,12.222,6.1111,-4.3333,11.333,-7,12.222,0.50309,-1.9434,1
152,155,9,0,0,0.5,0.61111,10.778,131.81,7.2963,5.3333,11,5.5556,-5.8889,11.111,-5.2222,11,0.5,-2.1156,-1
144,35,9,0,0,2.3333,2.0331,2.0556,1.731,37.593,32.333,47.444,33,-15.778,29.556,-13.778,47.444,0.31971,-2.1388,1
227,44,9,0.11111,0,0.55556,0.40369,1.6111,0.99815,47.815,42.889,58,42.556,-14.778,30.556,-15.778,58,0.27199,-2.0705,1
244,194,9,0,0,1.7222,1.1434,2.2778,2.0376,49.741,44.444,61.667,43.111,-15.889,35.778,-19.889,61.667,0.30085,-2.0218,1
64,49,9,0,0,0.94445,0.24074,0.72223,0.41852,108.89,97.111,128.89,100.67,-35.333,60,-24.667,128.89,0.24649,-2.2117,1
23,188,9,0,0,1.6667,0.48889,7.3889,37.219,30.593,27.444,37.778,26.556,-9.4444,21.556,-12.111,37.778,0.28415,-2.0145,1
163,210,9,0,0,1.5556,0.54433,1.5,0.96032,11.852,9.3333,8.8889,17.333,-7.5556,-8.8889,16.444,17.333,0.48874,2.0437,1
242,57,9,0,0.11111,2.4444,2.3539,9.2778,2.7602,15.37,11.333,20.889,13.889,-12.111,16.556,-4.4444,20.889,0.46631,-2.3706,-1
117,44,9,0,0,1.2778,0.24074,1.3333,0.31111,106,93,126.78,98.222,-39,62.333,-23.333,126.78,0.26639,-2.2556,1
240,63,9,0,0,0.55556,0.54433,0.38889,0.38968,8.963,6.3333,14,6.5556,-7.8889,15.111,-7.2222,14,0.5477,-2.1218,-1
138,203,9,0,0,1.6667,1.6465,2.2778,1.8787,11.259,8.7778,8.1111,16.889,-7.4444,-9.4444,16.889,16.889,0.53895,2.0197,1
250,176,9,0,0.11111,1.6111,1.0628,3.4444,1.6953,53.667,47.111,67.667,46.222,-19.667,42,-22.333,67.667,0.31814,-2.0523,1
130,145,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
237,192,9,0.11111,0,0.83333,0.54772,4.3889,3.524,46.37,41.111,57.667,40.333,-15.778,33.889,-18.111,57.667,0.30267,-2.0472,1
8,199,9,0,0,1.6667,0.78881,1.3889,0.71233,15,13.333,11.778,19.889,-5,-9.6667,14.667,19.889,0.40888,1.9053,1
80,40,9,0,0,0.61111,0.57413,0.72222,0.7722,110.7,96.222,129,106.89,-43.444,54.889,-11.444,129,0.25405,-2.4347,1
53,176,9,0,0,1.9444,0.87982,1.5556,1.9963,50.296,45.444,62.111,43.333,-14.556,35.444,-20.889,62.111,0.30242,-1.9776,1
11,62,9,0,0,0.88889,0.50185,0.72222,0.38968,66.778,57.444,84.667,58.222,-28,53.667,-25.667,84.667,0.32276,-2.1245,1
10,190,9,0,0,2.6667,6.9778,2.5,2.6556,32.963,29.333,41.111,28.444,-10.889,24.444,-13.556,41.111,0.30571,-2.02,1
216,151,9,0,0,0.16667,0.27889,0.11111,0.17213,0.11111,0,0.33333,0,-0.33333,0.66667,-0.33333,0.33333,0.22222,-2.0944,-1
114,184,9,0,0,0.72222,0.32963,9.3889,28.952,31.185,28.444,37.111,28,-8.2222,17.778,-9.5556,37.111,0.23234,-2.1603,1
174,145,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
132,182,9,0,0,0.88889,0.65546,2.1111,1.7722,43.519,40.222,52.556,37.778,-9.8889,27.111,-17.222,52.556,0.28076,-1.9173,1
228,191,9,0,0,1.4444,0.62063,2.3333,1.1926,49.222,44,60.556,43.111,-15.667,34,-18.333,60.556,0.28958,-2.0405,1
90,134,9,0,0,0.38889,0.018519,0.94444,0.15185,2.1111,1,4.6667,0.66667,-3.3333,7.6667,-4.3333,4.6667,0.88148,-2.0131,-1
207,217,9,0,0,0.77778,0.47407,2.0556,0.90741,6.2963,5,4.2222,9.6667,-3.8889,-6.2222,10.111,9.6667,0.58261,1.9761,1
80,95,9,0,0,1.2222,1.0074,0.94444,0.55185,21.407,21.333,26.667,16.222,-0.22222,15.778,-15.556,26.667,0.39044,-1.5673,1
242,65,9,0,0,0.55556,0.27217,1,0.42164,8.9259,6.1111,14.333,6.3333,-8.4444,16.222,-7.7778,14.333,0.58346,-2.1219,-1
42,188,9,0,0,1.8333,1.8111,1.3889,1.7519,30.778,27.556,38.111,26.667,-9.6667,22,-12.333,38.111,0.30175,-2.0164,1
40,17,9,0,0,1.2778,0.95258,1.4444,1.1089,70.519,62.444,86.556,62.556,-24.222,48.111,-23.889,86.556,0.28624,-2.0985,1
51,64,9,0,0,17.5,1.2065,0.66667,0.69921,40,35.222,50.111,34.667,-14.333,30.333,-16,50.111,0.3101,-2.0303,1
158,186,9,0,0,0.88889,0.34074,1.5,1.8111,12.074,9.3333,10.778,16.111,-8.2222,-3.8889,12.111,16.111,0.42886,2.3195,1
43,152,9,0,0,1.9444,1.7074,1.2222,0.82963,1.5185,1,2.8889,0.66667,-1.5556,4.1111,-2.5556,2.8889,0.64868,-1.9332,-1
214,195,9,0,0,0.83333,0.65828,2,0.96609,46.556,41.111,57.333,41.222,-16.333,32.333,-16,57.333,0.2903,-2.1014,1
196,244,9,0,0,1.2778,0.55185,3.6111,6.9519,7.7407,6.6667,7,9.5556,-3.2222,-2.2222,5.4444,9.5556,0.38337,2.3406,1
71,180,9,0.11111,0,1.2222,0.56296,3,1.8667,22.333,18.333,21.444,27.222,-12,-2.6667,14.667,27.222,0.32738,2.4538,1
36,145,9,0,0,0.27778,0.1963,1.2778,2.063,0.85185,0.33333,1.4444,0.77778,-1.5556,1.7778,-0.22222,1.4444,0.25185,-2.531,1
4,201,9,0,0.22222,2.7222,1.6788,5.2222,3.1246,53.704,47.111,67.222,46.778,-19.778,40.556,-20.778,67.222,0.30886,-2.0752,1
88,211,9,0.22222,0,1.3889,0.87981,2.4444,1.4555,10.815,8.8889,7.6667,15.889,-5.7778,-9.4444,15.222,15.889,0.52433,1.9408,1
116,184,9,0,0,2.2222,2.1185,10.611,45.085,31.704,28.778,38,28.333,-8.7778,18.889,-10.111,38.333,0.25072,-2.2155,1
128,144,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
250,196,9,0,0,1.5,1.5019,2.2778,1.2187,47.778,42.667,58.778,41.889,-15.333,33,-17.667,58.778,0.28914,-2.046,1
252,201,9,0,0,4.6111,5.4951,5.5556,5.7953,40.296,35.778,49,36.111,-13.556,26.111,-12.556,49,0.27537,-2.1758,1
236,38,9,0.11111,0,1.3333,1.4907,2.9444,2.2941,14.444,10.111,22,11.222,-13,22.667,-9.6667,22,0.54723,-2.1931,-1
133,181,9,0,0,2.3889,2.1645,4.7778,2.8649,41.259,37.778,49.556,36.444,-10.444,24.889,-14.444,49.556,0.26562,-1.9984,1
103,125,9,0,0,0.94444,0.82776,0.83333,0.69121,1.7778,0.44444,3.8889,1,-4,6.3333,-2.3333,3.8889,0.92381,-2.2376,1
59,120,9,0,0,2.1667,1.9861,1.4444,1.8698,19.074,10.556,33.111,13.556,-25.556,42.111,-16.556,33.111,0.68127,-2.2313,1
63,220,9,0,0,3.0556,15.263,3.6667,6.0889,8.1852,6.5556,6.4444,11.556,-4.8889,-5.2222,10.111,11.556,0.48672,2.0931,1
17,229,9,0,0,2.1111,1.9851,2.4444,1.6147,13.704,11.222,11.111,18.778,-7.4444,-7.7778,15.222,18.778,0.43985,2.0999,1
186,218,9,0,0,1.1667,0.74444,1.1667,0.65556,13.704,10.667,12.667,17.778,-9.1111,-3.1111,12.222,17.778,0.40135,2.3827,1
232,175,9,0,0,1.1667,0.62361,2.8333,2.1679,15.37,12.444,13.556,20.111,-8.7778,-5.4444,14.222,20.111,0.38741,2.2422,1
196,95,9,0,0,1.7222,1.1238,1.3333,1.2649,7.6296,6.7778,10.778,5.3333,-2.5556,9.4444,-6.8889,10.778,0.51257,-1.7493,-1
140,125,9,0,0,0.27778,0.062963,0.66667,0.31111,6.1852,7.3333,7.6667,3.5556,3.4444,4.4444,-7.8889,7.7778,0.54563,-1.1218,1
94,80,9,0,0,2.1667,1.1879,0.83333,0.50553,58.333,51.222,72.111,51.667,-21.333,41.333,-20,72.111,0.29083,-2.1164,1
28,188,9,0,0,1.4444,1.4963,5.1111,19.007,29.963,26.889,36.444,26.556,-9.2222,19.444,-10.222,36.444,0.27586,-2.0836,1
19,184,9,0,0,0.55556,0.34426,0.83333,0.62361,14.222,12.333,11,19.333,-5.6667,-9.6667,15.333,19.333,0.43115,1.9379,1
206,61,9,0,0,0.55556,0.40369,0.5,0.45947,7.0741,4.6667,12.222,4.3333,-7.2222,15.444,-8.2222,12.222,0.64589,-2.0487,-1
233,211,9,0.11111,0,2.6667,6.0889,1.6667,1.7333,15.444,12.444,15.222,18.667,-9,-0.66667,9.6667,18.667,0.33542,2.555,1
34,169,9,0,0,0.83333,0.50553,1.6111,0.87982,12.815,10.667,9.7778,18,-6.4444,-9.1111,15.556,18,0.46357,1.9932,1
21,90,9,0,0,0.66667,0.044444,0.77778,0.56296,113.48,105.89,128.56,106,-22.778,45.222,-22.444,128.56,0.1797,-2.0978,1
75,226,9,0,0,2.2222,0.65546,1.6111,1.0202,16.704,15.333,13,21.778,-4.1111,-11.111,15.222,21.778,0.40475,1.8223,1
227,196,9,0,0,2.6111,2.3609,3.5556,1.6953,47.185,42.111,58.222,41.222,-15.222,33.111,-17.889,58.222,0.29247,-2.0395,1
174,50,9,0,0,1,0.76012,0.94445,0.95258,107.44,94.667,125.78,101.89,-38.333,55,-16.667,125.78,0.24734,-2.3373,1
151,89,9,0,0,8.3889,4.5773,0.72222,0.38968,31.704,27.333,41,26.778,-13.111,27.889,-14.778,41,0.35127,-2.0465,1
67,34,9,0,0,1.1111,1.2232,0.55556,0.58373,54.259,46.222,70.333,46.222,-24.111,48.222,-24.111,70.333,0.34747,-2.0945,1
